STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE23,Prov. Oost-Vlaanderen,2022,,31.08,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE23,Prov. Oost-Vlaanderen,2023,,31.96,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE24,Prov. Vlaams-Brabant,2021,,32.07,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE24,Prov. Vlaams-Brabant,2022,,32.94,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE24,Prov. Vlaams-Brabant,2023,,33.35,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE25,Prov. West-Vlaanderen,2021,,37.22,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE25,Prov. West-Vlaanderen,2022,,42.20,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE25,Prov. West-Vlaanderen,2023,,42.86,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE31,Prov. Brabant wallon,2021,,26.28,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE31,Prov. Brabant wallon,2022,,26.41,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE31,Prov. Brabant wallon,2023,,26.52,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE32,Prov. Hainaut,2021,,68.83,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE32,Prov. Hainaut,2022,,70.86,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE32,Prov. Hainaut,2023,,70.57,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE33,Prov. Liège,2021,,29.67,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE33,Prov. Liège,2022,,30.12,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE33,Prov. Liège,2023,,30.30,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE34,Prov. Luxembourg (BE),2021,,13.31,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE34,Prov. Luxembourg (BE),2022,,12.49,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE34,Prov. Luxembourg (BE),2023,,12.38,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE35,Prov. Namur,2021,,47.48,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE35,Prov. Namur,2022,,47.74,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BE35,Prov. Namur,2023,,46.08,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG31,Severozapaden,2021,,500.76,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG31,Severozapaden,2022,,477.06,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG31,Severozapaden,2023,,499.66,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG32,Severen tsentralen,2021,,435.26,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG32,Severen tsentralen,2022,,421.68,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG32,Severen tsentralen,2023,,422.64,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG33,Severoiztochen,2021,,448.12,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG33,Severoiztochen,2022,,441.41,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG33,Severoiztochen,2023,,457.36,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG34,Yugoiztochen,2021,,313.00,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG34,Yugoiztochen,2022,,305.35,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG34,Yugoiztochen,2023,,330.28,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG41,Yugozapaden,2021,,83.08,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG41,Yugozapaden,2022,,79.92,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG41,Yugozapaden,2023,,86.62,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG42,Yuzhen tsentralen,2021,,176.11,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG42,Yuzhen tsentralen,2022,,175.24,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),BG42,Yuzhen tsentralen,2023,,183.90,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH01,Région lémanique,2021,,33.39,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH01,Région lémanique,2022,,33.27,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH01,Région lémanique,2023,,33.03,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH02,Espace Mittelland,2021,,51.34,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH02,Espace Mittelland,2022,,51.74,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH02,Espace Mittelland,2023,,50.78,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH03,Nordwestschweiz,2021,,17.49,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH03,Nordwestschweiz,2022,,17.53,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH03,Nordwestschweiz,2023,,17.46,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH04,Zürich,2021,,13.69,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH04,Zürich,2022,,13.60,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH04,Zürich,2023,,13.79,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH05,Ostschweiz,2021,,16.52,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH05,Ostschweiz,2022,,16.38,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH05,Ostschweiz,2023,,16.69,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH06,Zentralschweiz,2021,,8.83,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH06,Zentralschweiz,2022,,8.80,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH06,Zentralschweiz,2023,,9.02,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH07,Ticino,2021,,0.53,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH07,Ticino,2022,,0.53,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CH07,Ticino,2023,,0.60,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CY00,Kýpros,2021,,26.15,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CY00,Kýpros,2022,,24.94,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CY00,Kýpros,2023,,24.58,,,,,
dataflow,ESTAT:APRO_CPSHR(1.0),Crop production in EU standard humidity by NUTS 2 region,A,Annual,C0000,Cereals for the production of grain (including seed),AR,Area (cultivation/harvested/production) (1000 ha),CZ01,Praha,2021,,5.24,,,,,
